ID,名称,机器class_0x18,公式selector_0x30,参数K_0x40,结果模式_0x44,兼容业务族,平坦参数_0x4C,主结果权重_0x54,次结果权重_0x58,作者说明
0x157,絕煞劍,1,4,20,0,常规直接结果公式族,0,100,0,
0x158,火蓮子,1,1,1,0,常规直接结果公式族,450,100,0,
0x159,鐵藤纏護,6,0,0,0,常规直接结果公式族,0,0,0,
0x15A,非天死潭,1,1,1,1,目标主生存资源max比例型结果公式族,50,100,0,
0x15B,鬼角馳衝,1,5,15,0,常规直接结果公式族,0,100,0,
0x15C,倀魂血咒,1,6,15,0,常规直接结果公式族,0,0,100,
0x15D,邪凜夢魂,1,0,0,3,特殊_状态_动作协议族,8000,100,0,
0x15E,幻煞羅斬,1,4,22,0,常规直接结果公式族,0,100,0,
0x15F,死琰烈光,1,5,10,0,常规直接结果公式族,0,100,0,
0x160,封獄壞界,1,4,20000,0,常规直接结果公式族,10000,100,0,
0x161,呼叫增援,1,0,0,3,特殊_状态_动作协议族,0,0,0,
0x162,激勵士氣,1,0,0,3,特殊_状态_动作协议族,4000,0,0,
0x163,開山剛勁,1,6,18,0,常规直接结果公式族,0,100,0,
0x164,混元氣聚,1,0,0,3,特殊_状态_动作协议族,4000,0,0,
0x165,八裂旋刃,1,6,20,0,常规直接结果公式族,0,100,0,
0x166,飛星神劍,1,4,25,0,常规直接结果公式族,0,100,0,
0x167,無極天光,1,1,1,0,常规直接结果公式族,900,100,0,
0x168,,0,0,0,0,常规直接结果公式族,0,100,0,
0x169,屍魔召喚,1,0,0,3,特殊_状态_动作协议族,0,0,0,
0x16A,雲橫華山,1,4,20,0,常规直接结果公式族,0,100,0,
0x16B,猛氣破衝,1,4,13,0,常规直接结果公式族,0,100,0,
0x16C,焦灼炎舞,1,1,1,0,常规直接结果公式族,500,100,0,
0x16D,千闇之淵,1,4,20000,0,常规直接结果公式族,10000,100,0,
0x16E,朱色魔霧,1,6,20,0,常规直接结果公式族,600,100,0,
0x16F,紫色魔霧,1,6,20,0,常规直接结果公式族,600,100,0,
0x170,青色魔霧,1,6,20,0,常规直接结果公式族,600,100,0,
0x171,白色魔霧,1,6,20,0,常规直接结果公式族,600,100,0,
0x172,黑色魔霧,1,6,20,0,常规直接结果公式族,60,100,0,
0x173,九儀崩亂,1,4,18,0,常规直接结果公式族,0,100,0,
0x174,滅朔死焰,1,1,1,0,常规直接结果公式族,100,50,50,
0x175,諸殺滅陣,1,5,25,0,常规直接结果公式族,0,100,0,
0x176,羅鍭煌舞,1,4,20,0,常规直接结果公式族,1000,100,0,
0x177,幽寰玄壑,1,4,20000,0,常规直接结果公式族,10000,100,0,
0x178,滅元斬,1,4,20000,0,常规直接结果公式族,10000,100,0,
0x179,羅鍭光舞,1,4,30,0,常规直接结果公式族,1200,100,0,
0x17A,羅鍭光舞,1,1,1,1,目标主生存资源max比例型结果公式族,80,100,0,
0x17B,羅鍭煌舞,1,1,1,1,目标主生存资源max比例型结果公式族,60,100,0,
0x17C,封炎滅陣,2,0,0,0,常规直接结果公式族,1200,100,0,炎獸封豨的絕技之一，能將敵方全體封入焚炎離火之陣中，以高熱將其焚炙致死。
0x17D,紫電絕號,2,0,0,0,常规直接结果公式族,1000,100,0,雷獸昂昴的絕技之一，能盡引四周紫電之氣集而轟擊一敵，其威震撼天地，故名絕號。
0x17E,天護靈燁,2,0,100,2,双资源恢复业务族,0,100,100,光獸靈鼩的絕技之一，能以其靈力全癒伙伴的生命力，同時治癒所有毒封麻癱的症狀。
0x17F,冰魄晶壁,2,0,0,0,常规直接结果公式族,1100,100,0,冰獸冱蚑的絕技之一，製造一面絕對零度的永凍冰壁，能在一定時間防護各種攻擊。
0x180,冥殺獄陣,2,0,0,1,目标主生存资源max比例型结果公式族,90,100,0,闇獸冥獨的絕技之一，打開冥界與現世的通道，以亡者的絕對死亡力量葬送敵人。
0x181,潛地蟄伏,2,0,0,2,双资源恢复业务族,300,100,0,
0x182,連珠箭雨,1,4,14,0,常规直接结果公式族,0,100,0,
0x183,無方飛劍,1,6,15,0,常规直接结果公式族,0,100,0,
0x184,鬼顱彈,1,4,15,0,常规直接结果公式族,0,100,0,
0x185,黑血陣,1,0,80,2,双资源恢复业务族,0,100,0,
0x186,黑血陣,1,0,60,2,双资源恢复业务族,0,100,0,
0x187,妖光邪眼,1,4,14,0,常规直接结果公式族,0,100,0,
0x188,化血毒沫,1,4,13,0,常规直接结果公式族,0,100,0,
0x189,化血毒沫,1,4,14,0,常规直接结果公式族,0,100,0,
0x18A,剛破崩擊,1,6,17,0,常规直接结果公式族,0,100,0,
0x18B,剛破崩擊,1,6,20,0,常规直接结果公式族,0,100,0,
0x18C,血凅之觸,1,6,18,0,常规直接结果公式族,0,100,0,
0x18D,血凅之觸,1,6,20,0,常规直接结果公式族,0,100,0,
0x18E,八裂旋刃,1,6,25,0,常规直接结果公式族,0,100,0,
0x18F,羅鍭光舞,1,1,1,1,目标主生存资源max比例型结果公式族,80,100,0,
0x190,幽寰玄壑,1,4,20000,0,常规直接结果公式族,10000,100,0,
0x191,氣癒之術,2,0,30,2,双资源恢复业务族,150,100,0,最初級的療癒法術，集聚體內之氣於一處，可治癒較輕微的傷勢。
0x192,神氣流轉,2,0,30,2,双资源恢复业务族,150,100,0,應地靈之象發生癒之氣，與氣癒之術類似，但其效力可及己方全員。
0x193,返命之陣,2,0,60,2,双资源恢复业务族,300,100,0,以天法密儀搭配靈象生蘊，能救治受傷較重同伴的傷勢，故得返命之名。
0x194,神還大法,2,0,60,2,双资源恢复业务族,300,100,0,極具功效的療傷法咒，以生癒之氣應合陰陽靈蘊，可一舉救治所有己方伙伴。
0x195,神護之陣,2,0,80,2,双资源恢复业务族,450,100,0,可療癒所有伙伴的治傷咒法，並可將中毒麻痺全部治癒。
0x196,靈淨大法,2,0,0,2,双资源恢复业务族,0,100,0,此咒能發清卻之氣通氣海靈台，可立即治癒一人的毒傷軟麻等病症。
0x197,御召魂返,2,0,50,2,双资源恢复业务族,200,100,0,神通密法之一，能以縛靈密咒封返離體紛散的魂魄，使傷重昏暈之人立即清醒。
0x198,離火神訣,2,0,0,0,常规直接结果公式族,140,100,0,引離火之氣應地脈之向而發，可憑空造出烈焰焚燒一名敵人。
0x199,焚炎之陣,2,0,0,0,常规直接结果公式族,240,100,0,引離火之氣循運四方地象，能自敵陣地面引出烈焰，焚燒所有陣中敵人。 
0x19A,七燁真火,2,0,0,0,常规直接结果公式族,440,100,0,引離火之氣懸罡風之位而發，可自空中引天火捲焚一橫排敵人，威力極強。 
0x19B,天火之術,2,0,0,0,常规直接结果公式族,640,100,0,以秘儀請召焰尊火獸封豨之力，在空中懸熾聚焰而發，其神火天焰能將敵群一舉焚滅。
0x19C,九俱焚滅,2,0,0,0,常规直接结果公式族,840,100,0,此術能交織天地兩氣而成至熾至熱的真火，並化為烈焰旋風席捲敵陣，將之燒殺殆盡。
0x19D,天霜雪舞,2,0,0,0,常规直接结果公式族,120,100,0,初級的冥儀冰咒，引冥凜凍氣圍繞一直列敵人身上，令其遭受凜凍之創。
0x19E,冰華之陣,2,0,0,0,常规直接结果公式族,220,100,0,以玄凜凍氣循地脈陰象而發，可生結冰刃於敵人腳下造成凍創之傷。
0x19F,玄凜冰煞,2,0,0,0,常规直接结果公式族,420,100,0,將玄凜寒氣乘罡風迸發，令一橫排敵人所在之處盡遭冰刃割裂凍凜，威力極強。 
0x1A0,冰獄寒嵐,2,0,0,0,常规直接结果公式族,620,100,0,極強的的冥儀冰咒，所引絕凜凍氣能瞬間結水為冰，瞬間予所有敵人致死的傷害。
0x1A1,魂凍冰魄,2,0,0,0,常规直接结果公式族,820,100,0,最強的冥儀冰咒，能引四周寒慄絕凜之氣聚敵群之中，並型化為巨大冰刃凍戮所有敵人。
0x1A2,雷引之術,2,0,0,0,常规直接结果公式族,100,100,0,最初階的雷咒，發聚金氣自四周引雷御電，可擊打一橫排上的所有敵人。
0x1A3,五雷正法,2,0,0,0,常规直接结果公式族,200,100,0,最常用的雷咒，威力中等而領域極廣，能降下大片轟然雷光劈打所有的對手。
0x1A4,狂雷電刃,2,0,0,0,常规直接结果公式族,400,100,0,威力極強的雷電法咒，所引雷光會對一直列敵人狂劈電射如刀，故得其名。
0x1A5,九天神雷,2,0,0,0,常规直接结果公式族,600,100,0,以陽儀聚發雷象之氣，自九天引下急雷轟擊劈打一橫排敵人，極具威勢與效用。 
0x1A6,千煌雷烈,2,0,0,0,常规直接结果公式族,800,100,0,請召雷獸昂昴之靈憑降，由牠身上雷煌熒發的焦雷狂電威力無比，令所有敵人盡成焦炭。
0x1A7,群星聚華,2,0,0,0,常规直接结果公式族,400,100,0,以神氣集引星華之光於一排妖魔之屬的敵人身上，令其遭受神光炙焚之傷。
0x1A8,神威天光,2,0,0,0,常规直接结果公式族,600,100,0,以神氣集引天穹華光於敵群頂上，共兩儀之象而發之，可焚炙所有敵人。
0x1A9,輝日聖燁,2,0,0,0,常规直接结果公式族,800,100,0,以神氣祈行天象之陣，可引下如烈日般煌耀的光幕聖燁，一舉燒殺一直列的敵人。
0x1AA,七光御陣,2,0,0,0,常规直接结果公式族,1000,100,0,最高段的光破咒術，以神氣引動天際華光傾洩而下，其威能燒滅諸邪眾惡，故曰七光。
0x1AB,無天黑炎,2,0,0,1,目标主生存资源max比例型结果公式族,10,100,0,魔道的初段咒術，化玄凜闇氣為黑色火焰焚炙整群敵人，令其盡皆受到魂蝕肉碎之害。
0x1AC,滅魂大法,2,0,0,1,目标主生存资源max比例型结果公式族,30,100,0,魔道密法之一，布玄陰闇氣於敵陣四方，從而蝕噬敵方魂魄，使其皆受魔氣侵體之傷。
0x1AD,死滅之咒,2,0,0,1,目标主生存资源max比例型结果公式族,50,100,0,極強的魔道咒法，自冥界請借黃泉死霧渦卷敵群，使其立刻命竭氣盡而死，故曰死滅。
0x1AE,千慄鬼噬,2,0,0,1,目标主生存资源max比例型结果公式族,70,100,0,魔道的最邪之咒，以禁言釋放封於異界的戾靈命其聚噬一敵，若無神法護身則當之即死。
0x1AF,魔天降臨,2,0,0,1,目标主生存资源max比例型结果公式族,5,100,0,降下黑霧陰靄籠罩敵人，侵其諸氣百骸，可吸奪其命氣轉為己用，從而療愈己之傷勢。
0x1B0,奪魄鬼咒,2,0,0,3,特殊_状态_动作协议族,8000,0,0,以幻術惑亂所有敵人的心神，使其諸魄散紛、百骸喪亂，因陷入麻痺癱軟而無法動彈。
0x1B1,戾血萬毒,2,0,0,3,特殊_状态_动作协议族,8000,0,0,對敵陣噴入無形黑霧，沾附其體後使毒物滲入血肉經脈，因而使所有敵人蒙受中毒之效。
0x1B2,幽夢幻界,2,0,0,3,特殊_状态_动作协议族,8000,0,0,放出魅影附縛所有敵人，令其心神迷弛而在迎敵時昏沈睡去，但只要受襲便會立即驚醒。
0x1B3,封魔神道,2,0,0,3,特殊_状态_动作协议族,8000,0,0,此咒逆五行擾亂敵陣之氣，令受此干擾之敵不能施咒，成功與否視對手個別的修為而定。
0x1B4,狂魔大法,2,0,0,3,特殊_状态_动作协议族,8000,0,0,引發魂魄之底的狂性殺心，使受術者擁有雙倍的攻擊力，但其護禦之能亦會因此而減半。
0x1B5,黑暗冥獄,2,0,0,3,特殊_状态_动作协议族,8000,0,0,引繚繞黑氣圍繞敵陣，可使敵群視線受阻，因看不清楚對方而生障眼之效，出手屢屢不中。
0x1B6,妙心神念,2,0,0,3,特殊_状态_动作协议族,8000,0,0,以靈氣注蘊己陣之間，可使己方諸人凝念於心，因而生迅目之效，出手更易擊中敵人。
0x1B7,戾魄封陣,2,0,0,3,特殊_状态_动作协议族,8000,0,0,此咒能以邪念戾魄侵封敵陣，使所有中術者心智受擾，因而動作遲緩、如受繩縛。
0x1B8,絕魄之陣,2,0,0,3,特殊_状态_动作协议族,8000,0,0,此術引逆魂封元的邪力環繞眾敵，使他們盡皆衰神喪力，生疲弱之效而攻擊力大降。
0x1B9,凶祟之陣,2,0,0,3,特殊_状态_动作协议族,8000,0,0,此術自幽冥之界引諸魂怨厲之氣入敵陣，散化眾敵披甲防禦之能，從而生蝕禦之效。
0x1BA,冥幻之陣,2,0,0,3,特殊_状态_动作协议族,8000,0,0,此術可在敵陣中化生逆靈惡氣，使敵人心念渾沌、靈智頓失，因而生愚鈍之效。
0x1BB,攬風神行,2,0,0,3,特殊_状态_动作协议族,8000,0,0,此術可引聚風靈之力承托於同伴之下，可使其敏速立增、疾行如風，而生奮馳之效。
0x1BC,血刃之咒,2,0,0,3,特殊_状态_动作协议族,8000,0,0,引聚破殺邪氣附於兵刃之上，在其時效之內可使所有伙伴的武器威力大增，生神力之效。
0x1BD,地禦之陣,2,0,0,3,特殊_状态_动作协议族,8000,0,0,引地象護禦之氣，圍聚於受法眾人周遭，可在時效內提供護禦之力而生披甲之效
0x1BE,靈智真法,2,0,0,3,特殊_状态_动作协议族,8000,0,0,此術發天徵木象之氣，使受者神清智銳而生聖睿之效，在時效內提增所施術法的威力。
0x1BF,無上滅法,2,0,0,3,特殊_状态_动作协议族,0,0,0,玄經秘法之一，此咒能阻隔五行諸氣，一舉消除所有敵人施諸其身的強化咒術之效。
0x1C0,神視幻觀,2,0,0,3,特殊_状态_动作协议族,0,0,0,此咒使術者心竅瞬間上通天聽，能以靈觀看出眼前敵人的內外諸態、眾法辟性等等。
0x1C1,無方變幻,2,0,0,3,特殊_状态_动作协议族,8000,0,0,此咒合神通與地訣之妙，能將一人暫時移往無現幻界，令他變成似虛如幻的無形之身。
0x1C2,反咒禁制,4,0,0,3,特殊_状态_动作协议族,0,0,0,能為己方辟禦所有咒術的神妙禁制，在承受一定程度的術法之力或時限已至時便會消失。
0x1C3,,2,0,0,3,特殊_状态_动作协议族,0,0,0,能以玄機妙法操動地象，將一列敵陣中的前排和後排敵人位置調換，令其暴露弱點。
0x1C4,,2,0,0,3,特殊_状态_动作协议族,0,0,0,能以玄機妙法操動地象，將一列己陣中的前排和後排伙伴位置調換，或消解玄樞遁陣之效。
0x1C5,逆時之契,2,0,0,3,特殊_状态_动作协议族,0,0,0,玄經秘法之一，能以神念催動時輪，令所有敵人的行動蓄勁減半，拖延其出手時間。
0x1C6,時儀返召,2,0,0,3,特殊_状态_动作协议族,0,0,0,玄經秘法之一，能以神念催動時輪，令一名敵人行動的蓄勁前功盡棄，如同從未做過一般。
0x1C7,亂神大法,2,0,0,3,特殊_状态_动作协议族,0,0,0,玄經秘法之一，能以幻力干擾敵群，令所有敵人下個行動的蓄勁減少一半到五分之一。
0x1C8,瞬霎神儀,2,0,0,3,特殊_状态_动作协议族,0,0,0,玄經秘法之一，能以神念催動不可見的時輪，令一名蓄勁待發的己方伙伴立即功成出手。
0x1C9,閾迦封界,4,0,0,3,特殊_状态_动作协议族,0,0,0,幽神羅鍭的至高秘法，能張開難摧不破的「閾迦封界」，保護所有伙伴不受兵刃咒法之害。
0x1CA,鬼唳天幕,4,0,0,3,特殊_状态_动作协议族,0,0,0,在敵陣中引聚幽魄為界，這幽魄之界會蔽光蝕靈，使敵人施展的神光和治癒咒術全都失效。
0x1CB,,0,0,0,1,目标主生存资源max比例型结果公式族,0,0,0,
0x1CC,血魂之咒,2,0,0,3,特殊_状态_动作协议族,8000,0,0,以逆元之術反轉一名敵人精魂神魄而生逆闕之效，使其在受療癒之術時卻反為其所傷。
0x1CD,幽魄厲界,4,0,0,3,特殊_状态_动作协议族,0,0,0,在敵陣中引聚幽魄為界，這幽魄之界會蔽光蝕靈，使敵人施展的神光和治癒咒術全都失效。
0x1CE,六甲神儀,4,0,0,3,特殊_状态_动作协议族,0,0,0,能為己方辟禦所有兵刃武技之擊的神妙護界，在承受一定程度的攻擊或時限已至時便會消失。
0x1CF,時輪返陣,4,0,0,3,特殊_状态_动作协议族,0,0,0,此咒能以玄機妙法操動時輪之律，在其時效內使己方全員蓄勁行動的速度增為原有的三倍。
0x1D0,幽冥返召,2,0,0,3,特殊_状态_动作协议族,0,0,0,此咒可引無形影魄入附重傷昏迷者，令他在甦醒之前成為無知無覺中戰鬥的「操偶」。
0x1D1,鬼縛之陣,4,0,0,3,特殊_状态_动作协议族,0,0,0,此咒可在敵陣之下引來怨厲鬼氣纏縛敵人，使其動作減慢並無法使用技法之外的一般攻擊。
0x1D2,生聚靈陣,2,0,0,3,特殊_状态_动作协议族,8000,0,0,此術乃神通中的秘術，能引聚四周靈氣於受術者周身，令其傷勢不斷生發自癒，故名生聚。
0x1D3,神氛化法,2,0,0,3,特殊_状态_动作协议族,0,0,0,玄經秘法之一，此咒能化散五行諸氣，一舉消除所有敵人施諸於己的弱化咒術之效。
0x1D4,移形化法,2,0,0,0,常规直接结果公式族,0,0,0,此術以五方神感靈探地脈走向，並循之移遁前行，可瞬離過度深入的幽淵闇所而重見天日。
0x1D5,,0,0,0,0,常规直接结果公式族,0,100,0,
0x1D6,,0,0,0,0,常规直接结果公式族,0,100,0,
0x1D7,幽劍冥引,1,5,20,0,常规直接结果公式族,0,100,0,
0x1D8,絕劍喪魂,1,4,30,0,常规直接结果公式族,0,100,0,
0x1D9,浮光掠影,1,4,50,0,常规直接结果公式族,0,100,0,
0x1DA,兩佰雄兵,1,5,30,0,常规直接结果公式族,0,100,0,
0x1DB,,0,0,0,1,目标主生存资源max比例型结果公式族,0,100,0,
0x1DC,,0,0,0,1,目标主生存资源max比例型结果公式族,0,100,0,
0x1DD,,0,0,0,1,目标主生存资源max比例型结果公式族,0,100,0,
0x1DE,,0,0,0,1,目标主生存资源max比例型结果公式族,0,100,0,
0x1DF,,0,0,0,1,目标主生存资源max比例型结果公式族,0,100,0,
0x1E0,,0,0,0,1,目标主生存资源max比例型结果公式族,0,100,0,
0x1E1,,0,0,0,1,目标主生存资源max比例型结果公式族,0,100,0,
0x1E2,,0,0,0,1,目标主生存资源max比例型结果公式族,0,100,0,
0x1E3,,0,0,0,1,目标主生存资源max比例型结果公式族,0,100,0,
0x1E4,,0,0,0,1,目标主生存资源max比例型结果公式族,0,100,0,
0x1E5,,0,0,0,1,目标主生存资源max比例型结果公式族,0,100,0,
0x1E6,,0,0,0,1,目标主生存资源max比例型结果公式族,0,100,0,
0x1E7,,0,0,0,1,目标主生存资源max比例型结果公式族,0,100,0,
0x1E8,,0,0,0,1,目标主生存资源max比例型结果公式族,0,100,0,
0x1E9,,0,0,0,1,目标主生存资源max比例型结果公式族,0,100,0,
0x1EA,戰場脫逃,2,0,0,1,目标主生存资源max比例型结果公式族,0,0,0,
0x1EB,,0,0,0,1,目标主生存资源max比例型结果公式族,0,100,0,
0x1EC,,0,0,0,1,目标主生存资源max比例型结果公式族,0,100,0,
0x1ED,,0,0,0,1,目标主生存资源max比例型结果公式族,0,100,0,
0x1EE,,0,0,0,1,目标主生存资源max比例型结果公式族,0,100,0,
0x1EF,,0,0,0,1,目标主生存资源max比例型结果公式族,0,100,0,
0x1F0,,0,0,0,1,目标主生存资源max比例型结果公式族,0,100,0,
0x1F1,,0,0,0,1,目标主生存资源max比例型结果公式族,0,100,0,
0x1F2,,0,0,0,1,目标主生存资源max比例型结果公式族,0,100,0,
0x1F3,,0,0,0,1,目标主生存资源max比例型结果公式族,0,100,0,
