来源场景,RuntimeEventID,触发类型,目标对象,世界X,世界Y,目标场景,跳转类型,Opcode,已证明必要条件,条件完整性,条件证据等级,来源资源,依赖GameVar,含瞬时变量或运行时结果,可用于提前Route筛选,v0.5说明
mp0701,15,,,,,mp0702,LOAD_SCENE_WITH_WORLD_RESET,0x3A,var[1] == 46 && var[607] != 1 && var[607] != 2 && var[608] == 2,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp0701/Mp0701.eve,1|607|608,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp0701,16,,,,,mp0710,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp0701/Mp0701.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp0701,17,,,,,mp0709,LOAD_SCENE_WITH_WORLD_RESET,0x3A,var[1] != 42,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp0701/Mp0701.eve,1,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp0701,17,,,,,mp0709,LOAD_SCENE_WITH_WORLD_RESET,0x3A,var[1] == 42 && var[593] != 0,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp0701/Mp0701.eve,1|593,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp0701,17,,,,,mp0709,LOAD_SCENE_WITH_WORLD_RESET,0x3A,var[1] == 42 && var[593] == 0,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp0701/Mp0701.eve,1|593,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp0701,18,TOUCH_EA,出入口,3472,12,mp0705,LOAD_SCENE_WITH_WORLD_RESET,0x3A,var[1] != 62,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp0701/Mp0701.eve,1,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp0701,19,MANUAL_EB,藥店出入口,287,1225,mp3001,LOAD_SCENE_WITH_WORLD_RESET,0x3A,var[1] != 62,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp0701/Mp0701.eve,1,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp0701,29,MANUAL_EB,ice_wait,157,527,mp0710,LOAD_SCENE_WITH_WORLD_RESET,0x3A,var[522] == 3,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp0701/Mp0701.eve,522,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp0701,30,MANUAL_EB,mu,2546,912,mp1304,LOAD_SCENE_WITH_WORLD_RESET,0x3A,var[654] != 1 && var[551] == 4,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp0701/Mp0701.eve,551|654,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp0701,30,MANUAL_EB,mu,2546,912,mp0701,LOAD_SCENE_WITH_WORLD_RESET,0x3A,var[654] != 1 && var[551] == 4,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp0701/Mp0701.eve,551|654,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp0701,31,MANUAL_EB,包茶色頭巾的男子(坐),3263,1235,mp1304,LOAD_SCENE_WITH_WORLD_RESET,0x3A,var[550] >= 3,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp0701/Mp0701.eve,550,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp0701,31,MANUAL_EB,包茶色頭巾的男子(坐),3263,1235,mp0701,LOAD_SCENE_WITH_WORLD_RESET,0x3A,var[550] >= 3,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp0701/Mp0701.eve,550,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp0702,13,MANUAL_EB,最右出入口,1179,430,mp0209,LOAD_SCENE_WITH_WORLD_RESET,0x3A,var[1] == 62,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp0702/Mp0702.eve,1,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp0702,13,MANUAL_EB,最右出入口,1179,430,mp0701,LOAD_SCENE_WITH_WORLD_RESET,0x3A,var[1] == 62,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp0702/Mp0702.eve,1,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp0702,15,MANUAL_EB,ice_alone,817,805,mp0701,LOAD_SCENE_WITH_WORLD_RESET,0x3A,var[1] != 41,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp0702/Mp0702.eve,1,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp0702,22,,,,,mp0702,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp0702/Mp0702.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp0702,23,,,,,mp0203,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp0702/Mp0702.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp0702,23,,,,,mp0702,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp0702/Mp0702.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp0704,12,,,,,mp0705,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp0704/Mp0704.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp0704,16,MANUAL_EB,灰心的鐵匠,423,494,mp0705,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp0704/Mp0704.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp0704,18,,,,,mp0901,LOAD_SCENE_WITH_WORLD_RESET,0x3A,var[1] <= 63 && var[1] != 63 && var[1] != 62,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp0704/Mp0704.eve,1,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp0705,16,MANUAL_EB,往打鐵鋪,154,437,mp0704,LOAD_SCENE_WITH_WORLD_RESET,0x3A,var[1] <= 63 && var[1] != 63 && var[1] <= 41 && var[1] < 35 && var[1] != 34,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp0705/Mp0705.eve,1,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp0705,16,MANUAL_EB,往打鐵鋪,154,437,mp0704,LOAD_SCENE_WITH_WORLD_RESET,0x3A,var[1] <= 63 && var[1] != 63 && var[1] <= 41 && var[1] < 35 && var[1] == 34,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp0705/Mp0705.eve,1,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp0705,16,MANUAL_EB,往打鐵鋪,154,437,mp0704,LOAD_SCENE_WITH_WORLD_RESET,0x3A,var[1] <= 63 && var[1] != 63 && var[1] <= 41 && var[1] >= 35,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp0705/Mp0705.eve,1,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp0705,16,MANUAL_EB,往打鐵鋪,154,437,mp0704,LOAD_SCENE_WITH_WORLD_RESET,0x3A,var[1] <= 63 && var[1] != 63 && var[1] > 41 && var[30] != 0 && var[20] != 3,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp0705/Mp0705.eve,1|20|30,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp0705,16,MANUAL_EB,往打鐵鋪,154,437,mp0704,LOAD_SCENE_WITH_WORLD_RESET,0x3A,var[1] <= 63 && var[1] != 63 && var[1] > 41 && var[30] == 0 && var[20] != 255,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp0705/Mp0705.eve,1|20|30,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp0705,16,MANUAL_EB,往打鐵鋪,154,437,mp0704,LOAD_SCENE_WITH_WORLD_RESET,0x3A,var[1] <= 63 && var[1] != 63 && var[1] > 41 && var[30] == 0 && var[20] == 255,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp0705/Mp0705.eve,1|20|30,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp0705,16,MANUAL_EB,往打鐵鋪,154,437,mp0704,LOAD_SCENE_WITH_WORLD_RESET,0x3A,var[1] <= 63 && var[1] != 63 && var[1] > 41 && var[30] != 0 && var[20] == 3,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp0705/Mp0705.eve,1|20|30,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp0705,16,MANUAL_EB,往打鐵鋪,154,437,mp0704,LOAD_SCENE_WITH_WORLD_RESET,0x3A,var[1] <= 63 && var[1] == 63,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp0705/Mp0705.eve,1,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp0705,16,MANUAL_EB,往打鐵鋪,154,437,mp0704,LOAD_SCENE_WITH_WORLD_RESET,0x3A,var[1] > 63,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp0705/Mp0705.eve,1,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp0705,18,MANUAL_EB,摸劍的大漢,417,544,mp0701,LOAD_SCENE_WITH_WORLD_RESET,0x3A,var[1] != 62,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp0705/Mp0705.eve,1,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp0705,18,MANUAL_EB,摸劍的大漢,417,544,mp0701,LOAD_SCENE_WITH_WORLD_RESET,0x3A,var[1] == 62,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp0705/Mp0705.eve,1,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp0706,13,,,,,mp0701,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp0706/Mp0706.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp0707,14,,,,,mp0701,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp0707/Mp0707.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp0709,17,,,,,mp0701,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp0709/Mp0709.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp0710,12,,,,,mp0711,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp0710/Mp0710.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp0710,16,,,,,mp0701,LOAD_SCENE_WITH_WORLD_RESET,0x3A,var[522] != 4,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp0710/Mp0710.eve,522,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp0711,12,,,,,mp0710,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp0711/Mp0711.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp0711,21,,,,,mp0710,LOAD_SCENE_WITH_WORLD_RESET,0x3A,var[522] == 4,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp0711/Mp0711.eve,522,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp0711,21,,,,,mp0701,LOAD_SCENE_WITH_WORLD_RESET,0x3A,var[522] == 4,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp0711/Mp0711.eve,522,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp0801,12,,,,,mp0802a,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp0801/Mp0801.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp0801,13,,,,,mp0804,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp0801/Mp0801.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp0801,14,,,,,mp0805,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp0801/Mp0801.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp0801,15,TOUCH_EA,出入口,3747,70,mp0803,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp0801/Mp0801.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp0801,16,MANUAL_EB,藥舖出入口,1926,375,mp3001,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp0801/Mp0801.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp0801,20,MANUAL_EB,雅布斯家出入口,1112,1757,mp0806,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp0801/Mp0801.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp0801a,12,,,,,mp0802a,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/Mp0801a/Mp0801a.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp0801a,13,,,,,mp0804,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/Mp0801a/Mp0801a.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp0801a,14,,,,,mp0805,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/Mp0801a/Mp0801a.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp0801a,15,TOUCH_EA,出入口,3747,70,mp0803,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/Mp0801a/Mp0801a.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp0801a,16,MANUAL_EB,藥舖出入口,1927,375,mp3001,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/Mp0801a/Mp0801a.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp0801a,20,MANUAL_EB,雅布斯家出入口,1112,1755,mp0806,LOAD_SCENE_WITH_WORLD_RESET,0x3A,var[1218] != 0 && var[668] != 1 && var[25] != 10 && var[25] != 9 && var[25] != 8 && var[25] != 3 && var[669] != 2,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/Mp0801a/Mp0801a.eve,25|668|669|1218,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp0801a,20,MANUAL_EB,雅布斯家出入口,1112,1755,mp0806,LOAD_SCENE_WITH_WORLD_RESET,0x3A,var[1218] != 0 && var[668] == 1,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/Mp0801a/Mp0801a.eve,668|1218,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp0801a,20,MANUAL_EB,雅布斯家出入口,1112,1755,mp0806,LOAD_SCENE_WITH_WORLD_RESET,0x3A,var[1218] != 0 && var[668] != 1 && var[25] != 10 && var[25] != 9 && var[25] != 8 && var[25] != 3 && var[669] == 2,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/Mp0801a/Mp0801a.eve,25|668|669|1218,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp0801a,20,MANUAL_EB,雅布斯家出入口,1112,1755,mp0806,LOAD_SCENE_WITH_WORLD_RESET,0x3A,var[1218] != 0 && var[668] != 1 && var[25] != 10 && var[25] != 9 && var[25] != 8 && var[25] == 3,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/Mp0801a/Mp0801a.eve,25|668|1218,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp0801a,20,MANUAL_EB,雅布斯家出入口,1112,1755,mp0806,LOAD_SCENE_WITH_WORLD_RESET,0x3A,var[1218] != 0 && var[668] != 1,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/Mp0801a/Mp0801a.eve,668|1218,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp0801a,20,MANUAL_EB,雅布斯家出入口,1112,1755,mp0806,LOAD_SCENE_WITH_WORLD_RESET,0x3A,var[1218] != 0 && var[668] != 1 && var[25] == 10 && var[1] < 70,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/Mp0801a/Mp0801a.eve,1|25|668|1218,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp0801a,22,MANUAL_EB,f_teller,2987,1586,mp0806,LOAD_SCENE_WITH_WORLD_RESET,0x3A,var[4501] != 1 && var[4501] == 2,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/Mp0801a/Mp0801a.eve,4501,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp0801a,22,MANUAL_EB,f_teller,2987,1586,mp0801a,LOAD_SCENE_WITH_WORLD_RESET,0x3A,var[4501] != 1 && var[4501] == 2,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/Mp0801a/Mp0801a.eve,4501,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp0802a,12,TOUCH_EA,樓梯出入口,1075,311,mp0801a,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp0802a/Mp0802a.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp0802a,13,,,,,mp0802b,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp0802a/Mp0802a.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp0802b,13,,,,,mp0802a,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp0802b/Mp0802b.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp0802b,21,,,,,mp0802b,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp0802b/Mp0802b.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp0802b,21,,,,,mp0801a,LOAD_SCENE_WITH_WORLD_RESET,0x3A,var[669] == 3,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp0802b/Mp0802b.eve,669,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp0802b,21,,,,,mp1302,LOAD_SCENE_WITH_WORLD_RESET,0x3A,var[669] == 3,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp0802b/Mp0802b.eve,669,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp0802b,21,,,,,mp0801a,LOAD_SCENE_WITH_WORLD_RESET,0x3A,var[669] == 3,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp0802b/Mp0802b.eve,669,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp0802b,21,,,,,mp0802b,LOAD_SCENE_WITH_WORLD_RESET,0x3A,var[669] == 3,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp0802b/Mp0802b.eve,669,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp0802b,21,,,,,mp0801a,LOAD_SCENE_WITH_WORLD_RESET,0x3A,var[669] == 3,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp0802b/Mp0802b.eve,669,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp0802b,21,,,,,mp0802b,LOAD_SCENE_WITH_WORLD_RESET,0x3A,var[669] == 3,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp0802b/Mp0802b.eve,669,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp0803,15,,,,,mp0801a,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/Mp0803/Mp0803.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp0804,13,,,,,mp0801a,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/Mp0804/Mp0804.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp0805,14,,,,,mp0801a,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/Mp0805/Mp0805.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp0806,20,MANUAL_EB,arbs,423,320,mp0801a,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp0806/Mp0806.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp0806,21,MANUAL_EB,sivia,179,392,mp1601,LOAD_SCENE_WITH_WORLD_RESET,0x3A,var[668] == 1,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp0806/Mp0806.eve,668,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp0806,21,MANUAL_EB,sivia,179,392,mp0801a,LOAD_SCENE_WITH_WORLD_RESET,0x3A,var[668] != 1 && var[25] != 10 && var[25] != 9 && var[25] != 8 && var[25] == 3,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp0806/Mp0806.eve,25|668,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp0806,21,MANUAL_EB,sivia,179,392,mp0801a,LOAD_SCENE_WITH_WORLD_RESET,0x3A,var[668] != 1 && var[25] != 10 && var[673] == 1 && var[699] == 1,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp0806/Mp0806.eve,25|668|673|699,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp0806,21,MANUAL_EB,sivia,179,392,mp0801a,LOAD_SCENE_WITH_WORLD_RESET,0x3A,var[668] != 1 && var[25] == 10,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp0806/Mp0806.eve,25|668,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp0901,12,TOUCH_EA,出入口,232,895,mp0903,LOAD_SCENE_WITH_WORLD_RESET,0x3A,var[602] != 1,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp0901/Mp0901.eve,602,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp0901,12,TOUCH_EA,出入口,232,895,mp0903,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp0901/Mp0901.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp0901,13,MANUAL_EB,左上出入口,491,276,mp0902,LOAD_SCENE_WITH_WORLD_RESET,0x3A,var[603] <= 0,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp0901/Mp0901.eve,603,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp0901,13,MANUAL_EB,左上出入口,491,276,mp0902,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp0901/Mp0901.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp0902,13,MANUAL_EB,牢門,768,770,mp0901,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp0902/Mp0902.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp0903,14,TOUCH_EA,往上,259,131,mp0901,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/Mp0903/Mp0903.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp0903,15,,,,,mp0904,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/Mp0903/Mp0903.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp0904,12,TOUCH_EA,地道出入口,634,536,mp0905,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp0904/Mp0904.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp0904,13,TOUCH_EA,deadline,1250,565,mp0903,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp0904/Mp0904.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp0905,12,TOUCH_EA,右上樓梯口,564,-50,mp0904,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp0905/Mp0905.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp0905,13,MANUAL_EB,princess,740,413,mp0906,LOAD_SCENE_WITH_WORLD_RESET,0x3A,var[595] != 1,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp0905/Mp0905.eve,595,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp0905,13,MANUAL_EB,princess,740,413,mp0906,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp0905/Mp0905.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp0906,12,TOUCH_EA,右上出入口,995,240,mp0907,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp0906/Mp0906.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp0906,12,TOUCH_EA,右上出入口,995,240,mp2504,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp0906/Mp0906.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp0906,12,TOUCH_EA,右上出入口,995,240,mp1003b,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp0906/Mp0906.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp0906,13,MANUAL_EB,chest1,667,591,mp0905,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp0906/Mp0906.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp0907,12,,,,,mp0906,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp0907/Mp0907.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp1001a1,12,TOUCH_EA,廳內,797,741,mp1002g,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp1001a1/Mp1001a1.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp1001a1,13,TOUCH_EA,line1,1933,1333,mp1001a2,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp1001a1/Mp1001a1.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
